Country,Biome,Site,Latitude,Longitude,Altitude,Atm_Press,Responsible,Species,Family,Genus,PFT_LPJ,PFT_Sheffield,PFT_JULES,PFT_Wright,PFT_JULES2,PFT_Exeter,H.sphere,Temp.class,Aa_sat,gs_sat,Ci_sat,LfT_sat,Rdark_a,LfT_Rdark,Am_sat,Rdark_m,FixedQ10,varQ10,Rdarka_25C_FixedQ10,Rdarkm_25C_FixedQ10,Rdarka_TWQ.T_FixedQ10,Rdarka_25C_varQ10,Rdarkm_25C_varQ10,Rdarka_MeasMonth.T_varQ10,Rdarkm_MeasMonth.T_varQ10,Rdarka_TWQ.T_varQ10,Rdarkm_TWQ.T_varQ10,Leaf_Nm,Leaf_Pm,Leaf_Na,Leaf_Pa,LMA,Vcmax_a_LfT,Vcmax_a_25,Vcmax_m_25,Rdarka:Vcmax_LfT,Rdarka:Vcmax_25C_varQ10,MAT,MeanT_WarmestQtr,Annual_Precip,Precip_Warmest_Qtr,Measuring_Month_MeanT,ai_yr,pet_yr
Australia-TAS,TeRF,Warra-TERN-AW,-43.0951,146.7242,88,100.27,Weerasinghe,Phyllocladus asplenifolius,Podocarpaceae,Phyllocladus,TmpEvBl,EvBl,S,GyEvBlS,EvS,SEv,South,3rd~15to20,5.94,0.022,189.9,22.21333333,1.30,19.84,24.9,5.5,2.23,2.126666667,1.96,8.3,0.89,1.91,8.1,0.85,3.6,0.91,3.8,11.23,0.56,2.77,140,247.1,37.7,47.8,198.4,0.03,0.04,11.4,15.1,1255,199,14.3,1.463,858
Australia-TAS,TeRF,Warra-TERN-AW,-43.0951,146.7242,88,100.27,Weerasinghe,Pittosporum bicolor,Pittosporaceae,Pittosporum,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,3rd~15to20,9.12,0.138,289.0,22.0375,0.87,21.6825,52.7,5.1,2.23,2.0875,1.13,6.6,0.51,1.11,6.5,0.51,2.9,0.53,3.1,9.45,0.44,1.63,73,172.3,35.6,45.9,266.0,0.03,0.03,11.4,15.1,1255,199,14.3,1.463,858
Australia-TAS,TeRF,Warra-TERN-AW,-43.0951,146.7242,88,100.27,Weerasinghe,Pomaderris apetala,Rhamnaceae,Pomaderris,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,3rd~15to20,3.06,0.034,239.2,21.29,0.53,18.55,22.7,4.1,2.23,2.155,0.88,6.8,0.40,0.86,6.7,0.38,2.9,0.41,3.1,13.20,0.27,1.71,30,131.3,14.4,20.2,150.6,0.04,0.05,11.4,15.1,1255,199,14.3,1.463,858
Australia-TAS,TeRF,Warra-TERN-SV,-43.0916,146.6836,257,98.28,Weerasinghe,Melaleuca squarrosa,Myrtaceae,Melaleuca,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,2nd~10to15,7.36,0.124,293.2,20.48333333,1.14,21.02666667,71.2,10.9,2.23,2.1,1.57,15.0,0.70,1.54,14.7,0.68,6.5,0.72,6.9,24.94,0.96,2.56,97,104.5,27.5,41.3,398.8,0.04,0.04,11.2,14.8,1338,212,14.1,1.648,812
Australia-TAS,TeRF,Warra-TERN-SV,-43.0916,146.6836,257,98.28,Weerasinghe,Tasmannia lanceolata,Winteraceae,Tasmannia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,2nd~10to15,7.07,0.093,256.1,19.64333333,0.58,20.77666667,46.3,3.7,2.23,2.11,0.81,5.2,0.36,0.79,5.1,0.35,2.3,0.37,2.4,11.22,0.38,1.77,60,161.0,26.6,42.9,280.3,0.02,0.02,11.2,14.8,1338,212,14.1,1.648,812
Australia-TAS,TeRF,Warra-TERN_FT,-43.0888,146.6512,217,98.75,Weerasinghe,Acacia dealbata,Fabaceae,Acacia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,2nd~10to15,5.44,0.078,266.8,21.66333333,3.03,19.74,76.3,41.2,2.23,2.13,4.61,62.7,1.88,4.49,61.2,1.83,24.9,1.93,26.3,21.08,1.03,1.64,83,74.0,33.9,46.0,639.3,0.10,0.11,10.1,13.8,1474,237,13.1,1.813,813
Australia-TAS,TeRF,Warra-TERN_FT,-43.0888,146.6512,217,98.75,Weerasinghe,Acacia melanoxylon,Fabaceae,Acacia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,2nd~10to15,10.35,0.084,237.3,22.432,1.08,20.24,79.1,8.2,2.23,2.118,1.59,12.0,0.65,1.55,11.7,0.64,4.8,0.67,5.1,25.29,0.68,3.33,88,132.4,49.9,62.4,475.8,0.02,0.03,10.1,13.8,1474,237,13.1,1.813,813
Australia-TAS,TeRF,Warra-TERN_FT,-43.0888,146.6512,217,98.75,Weerasinghe,Eucalyptus obiqua,Myrtaceae,Eucalyptus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,2nd~10to15,9.81,0.092,206.6,20.544,1.25,18.79,48.0,6.2,2.23,2.15,2.02,10.1,0.82,1.97,9.8,0.79,4.0,0.84,4.2,14.36,0.62,2.91,126,205.9,49.6,73.6,360.0,0.03,0.03,10.1,13.8,1474,237,13.1,1.813,813
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,CinchoNAofficinalis,Rubiaceae,Cinchona,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,7.06,0.106,259.6,26.1,2.91,24.49,87.2,35.9,2.23,2.03,3.03,37.4,1.31,3.01,37.2,1.24,15.3,1.44,17.7,31.18,2.07,2.52,170,81.0,42.9,39.0,481.2,0.07,0.08,13.4,14.5,335,97,12.4,0.23,1458
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,Clethra cuneata,Clethraceae,Clethra,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,9.50,0.030,NA,27.81,1.11,26.32,46.5,5.4,2.23,1.99,1.00,4.9,0.43,1.01,5.0,0.43,2.1,0.49,2.4,12.86,1.56,2.63,320,204.3,NA,NA,NA,NA,NA,13.4,14.5,335,97,12.4,0.23,1458
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,Escallonia paniculata,Escalloniaceae,Escallonia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,11.22,0.079,133.1,25.12,1.69,21.52,92.5,14.0,2.23,2.09,2.24,18.5,0.97,2.19,18.1,0.87,7.1,1.01,8.3,20.62,2.38,2.50,290,121.3,105.1,104.1,857.8,0.02,0.02,13.4,14.5,335,97,12.4,0.23,1458
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,Miconia coelestis,Melastomataceae,Miconia,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,4.21,0.066,273.6,24.95,2.06,24.4,30.4,14.9,2.23,2.03,2.16,15.6,0.93,2.15,15.6,0.88,6.4,1.02,7.4,15.25,1.07,2.11,150,138.2,24.2,24.3,176.0,0.09,0.09,13.4,14.5,335,97,12.4,0.23,1458
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,Oreopanax sp,Araliaceae,Oreopanax,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,8.44,0.106,222.4,26.65,1.22,25.5,44.0,6.4,2.23,2,1.18,6.1,0.51,1.18,6.2,0.49,2.6,0.57,3.0,20.31,2.58,3.90,490,191.9,49.6,43.0,224.0,0.03,0.03,13.4,14.5,335,97,12.4,0.23,1458
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,Schefflera sp,Araliaceae,Schefflera,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,7.61,0.138,250.9,25.06,1.45,22.82,35.5,6.8,2.23,2.06,1.73,8.1,0.74,1.70,7.9,0.68,3.2,0.79,3.7,NA,NA,NA,NA,214.4,38.0,37.8,176.4,0.04,0.04,13.4,14.5,335,97,12.4,0.23,1458
Peru-Andes,TrRF_up,WAY-01,-13.1907,-71.5875,3000,71,Guerrieri,Styrax foveolaria,Styracaceae,Styrax,TrpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTrp,South,2nd~10to15,5.89,0.067,232.6,23.9,1.08,19.49,26.7,4.9,2.23,2.13,1.67,7.6,0.72,1.63,7.4,0.63,2.9,0.74,3.3,13.16,1.72,2.90,380,220.7,29.4,32.4,146.6,0.04,0.05,13.4,14.5,335,97,12.4,0.23,1458
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Acacia floribunda,Fabaceae,Acacia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,11.03,0.190,256.1,25,1.27,25,106.3,10.6,2.23,2.02,1.27,10.6,0.99,1.27,10.6,NA,NA,1.02,8.5,23.07,0.57,2.89,70,125.5,56.1,56.1,447.3,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,AllocasuariNAsp,Casuarinaceae,Allocasuarina,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,9.44,0.157,254.8,25,1.19,25,63.7,7.7,2.23,2.02,1.19,7.7,0.93,1.19,7.7,NA,NA,0.96,6.2,13.20,0.46,1.94,70,184.0,48.8,48.8,265.2,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Astrotricha floccosa,Araliaceae,Astrotricha,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,11.86,0.184,222.7,25,0.70,25,150.2,8.9,2.23,2.02,0.70,8.9,0.55,0.70,8.9,NA,NA,0.57,7.2,15.88,0.71,1.31,60,82.3,65.4,65.4,794.8,0.01,0.01,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Correa reflexa,Rutaceae,Correa,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,4.46,0.105,281.3,25,0.32,25,70.3,4.6,2.23,2.02,0.32,4.6,0.25,0.32,4.6,NA,NA,0.26,3.7,12.56,0.47,0.89,30,71.0,20.1,20.1,282.3,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Dodonaea triquetra,Sapindaceae,Dodonaea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,20.69,0.244,179.2,25,1.03,25,209.1,10.0,2.23,2.02,1.03,10.0,0.81,1.03,10.0,NA,NA,0.83,8.0,19.01,0.79,1.80,70,94.7,141.0,141.0,1489.5,0.01,0.01,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Eucalyptus paniculata,Myrtaceae,Eucalyptus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,9.23,0.131,231.6,25,0.79,25,75.3,6.1,2.23,2.02,0.79,6.1,0.61,0.79,6.1,NA,NA,0.63,4.9,10.84,0.48,1.30,60,119.7,50.2,50.2,419.4,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Eucalyptus umbra,Myrtaceae,Eucalyptus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,8.58,0.117,224.8,25,1.12,25,40.7,6.3,2.23,2.02,1.12,6.3,0.88,1.12,6.3,NA,NA,0.91,5.1,9.12,0.39,1.88,80,205.8,50.1,50.1,243.2,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Lasiopetalum ferrugineum,Sterculiaceae,Lasiopetalum,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.13,0.142,229.6,25,0.48,25,76.7,4.2,2.23,2.02,0.48,4.2,0.37,0.48,4.2,NA,NA,0.39,3.4,11.58,0.30,1.40,40,121.2,43.5,43.5,359.2,0.01,0.01,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Leptospermum polygalifolium,Myrtaceae,Leptospermum,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.59,0.205,293.8,25,1.30,25,112.1,14.2,2.23,2.02,1.30,14.2,1.01,1.30,14.2,NA,NA,1.04,11.4,13.05,0.45,1.20,40,91.8,40.0,40.0,435.3,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Lomatia silaifolia,Proteaceae,Lomatia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,5.88,0.109,259.4,25,0.81,25,47.1,8.1,2.23,2.02,0.81,8.1,0.64,0.81,8.1,NA,NA,0.66,6.5,6.19,0.32,0.87,40,139.9,30.2,30.2,216.1,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Macrozamia communis,Zamiaceae,Macrozamia,TmpEvBl,EvBl,BlT,GyEvBlT,EvBlT,BlEvTmp,South,4th~20to25,7.19,0.083,215.7,25,1.20,25,25.9,4.0,2.23,2.02,1.20,4.0,0.94,1.20,4.0,NA,NA,0.97,3.2,13.45,0.53,3.63,140,270.0,45.0,45.0,166.8,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Persoonia linearis,Proteaceae,Persoonia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,7.41,0.218,307.8,25,0.71,25,46.9,3.8,2.23,2.02,0.71,3.8,0.55,0.71,3.8,NA,NA,0.57,3.1,7.66,0.50,1.09,70,142.9,31.5,31.5,220.7,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Pomaderris ferruginea,Rhamnaceae,Pomaderris,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,7.55,0.136,252.0,25,0.56,25,93.4,5.7,2.23,2.02,0.56,5.7,0.44,0.56,5.7,NA,NA,0.45,4.6,12.83,0.41,1.27,40,98.7,37.6,37.6,381.0,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Pultenaea daphnoides,Fabaceae,Pultenaea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,9.60,0.134,219.6,25,0.87,25,95.1,7.7,2.23,2.02,0.87,7.7,0.68,0.87,7.7,NA,NA,0.70,6.2,19.51,0.36,1.84,30,94.1,55.3,55.3,587.0,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Pultenaea flexilis,Fabaceae,Pultenaea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,10.09,0.187,247.0,25,1.15,25,117.7,14.2,2.23,2.02,1.15,14.2,0.90,1.15,14.2,NA,NA,0.93,11.4,20.39,0.45,1.84,40,90.5,53.1,53.1,586.6,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Syncarpia glomulifera,Myrtaceae,Syncarpia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,9.16,0.106,219.2,25,0.91,25,57.4,6.2,2.23,2.02,0.91,6.2,0.71,0.91,6.2,NA,NA,0.73,5.0,9.84,0.40,1.46,60,148.7,53.2,53.2,358.1,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Synoum glandulosum,Meliaceae,Synoum,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,6.46,0.076,222.1,25,0.78,25,73.5,9.2,2.23,2.02,0.78,9.2,0.61,0.78,9.2,NA,NA,0.63,7.4,15.87,0.84,1.46,80,92.1,37.8,37.8,410.3,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_hiP,-33.86,151.21,39,100.86,Wright,Xylomelum pyriforme,Proteaceae,Xylomelum,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,10.48,0.146,229.3,25,0.64,25,63.0,3.9,2.23,2.02,0.64,3.9,0.50,0.64,3.9,NA,NA,0.51,3.1,8.68,0.37,1.32,60,152.5,56.3,56.3,369.2,0.01,0.01,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Acacia suaveolens,Fabaceae,Acacia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,9.64,0.187,263.2,25,1.45,25,46.6,7.0,2.23,2.02,1.45,7.0,1.13,1.45,7.0,NA,NA,1.17,5.6,19.10,0.22,4.21,50,220.5,49.4,49.4,224.0,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Banksia marginata,Proteaceae,Banksia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,19.55,0.308,244.0,25,0.97,25,101.9,4.8,2.23,2.02,0.97,4.8,0.76,0.97,4.8,NA,NA,0.78,3.9,8.50,0.23,1.45,40,170.2,97.9,97.9,575.4,0.01,0.01,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Boronia ledifolia,Rutaceae,Boronia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.70,0.212,286.4,25,1.10,25,54.7,6.2,2.23,2.02,1.10,6.2,0.86,1.10,6.2,NA,NA,0.88,5.0,11.91,0.22,1.90,40,159.4,40.5,40.5,254.0,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Corymbia gummifera,Myrtaceae,Corymbia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,13.00,0.233,241.4,25,1.22,25,58.7,5.7,2.23,2.02,1.22,5.7,0.95,1.22,5.7,NA,NA,0.98,4.6,8.13,0.30,1.52,60,186.9,68.5,68.5,366.8,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Eriostemon australasius,Rutaceae,Eriostemon,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,10.10,0.233,292.6,25,1.25,25,57.0,6.9,2.23,2.02,1.25,6.9,0.97,1.25,6.9,NA,NA,1.00,5.5,11.98,0.36,1.76,50,146.7,46.1,46.1,313.8,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Eucalyptus haemastoma,Myrtaceae,Eucalyptus,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,11.99,0.326,283.4,25,1.17,25,53.3,6.0,2.23,2.02,1.17,6.0,0.91,1.17,6.0,NA,NA,0.94,4.9,10.44,0.34,2.09,70,199.8,54.9,54.9,274.8,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Gompholobium grandiflorum,Fabaceae,Gompholobium,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,6.91,0.208,304.2,25,1.55,25,42.9,9.0,2.23,2.02,1.55,9.0,1.21,1.55,9.0,NA,NA,1.25,7.2,12.26,0.18,1.59,20,129.7,33.2,33.2,256.1,0.05,0.05,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Grevillea buxifolia,Proteaceae,Grevillea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.64,0.206,292.8,25,1.62,25,59.3,10.8,2.23,2.02,1.62,10.8,1.26,1.62,10.8,NA,NA,1.30,8.7,7.08,0.23,0.78,30,109.9,41.6,41.6,378.6,0.04,0.04,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Grevillea speciosa,Proteaceae,Grevillea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.82,0.301,298.0,25,1.30,25,50.3,7.4,2.23,2.02,1.30,7.4,1.01,1.30,7.4,NA,NA,1.04,5.9,8.58,0.24,1.32,40,153.6,40.4,40.4,262.9,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Hakea dactyloides,Proteaceae,Hakea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,12.61,0.197,234.7,25,1.15,25,45.0,3.9,2.23,2.02,1.15,3.9,0.89,1.15,3.9,NA,NA,0.92,3.1,5.35,0.18,1.37,50,255.8,68.1,68.1,266.2,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Hakea teretifolia,Proteaceae,Hakea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,14.13,0.272,262.5,25,1.64,25,34.9,4.1,2.23,2.02,1.64,4.1,1.28,1.64,4.1,NA,NA,1.32,3.3,5.17,0.21,1.11,40,335.8,70.4,70.4,209.7,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Hibbertia bracteata,Dilleniaceae,Hibbertia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,6.73,0.218,303.5,25,0.89,25,53.9,7.4,2.23,2.02,0.89,7.4,0.69,0.89,7.4,NA,NA,0.71,5.9,10.40,0.27,1.15,30,110.1,30.0,30.0,272.1,0.03,0.03,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Lambertia formosa,Proteaceae,Lambertia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,9.35,0.220,288.1,25,0.88,25,37.2,3.7,2.23,2.02,0.88,3.7,0.69,0.88,3.7,NA,NA,0.71,3.0,6.04,0.23,1.34,50,221.6,42.1,42.1,189.8,0.02,0.02,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Leptospermum trinervium,Myrtaceae,Leptospermum,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,4.50,0.105,278.7,25,1.60,25,36.8,10.0,2.23,2.02,1.60,10.0,1.25,1.60,10.0,NA,NA,1.29,8.0,8.54,0.25,1.10,30,128.6,25.8,25.8,200.8,0.06,0.06,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Persoonia levis,Proteaceae,Persoonia,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.18,0.169,267.6,25,0.56,25,45.7,2.5,2.23,2.02,0.56,2.5,0.44,0.56,2.5,NA,NA,0.45,2.0,5.91,0.24,1.08,40,182.4,38.4,38.4,210.4,0.02,0.01,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Phyllota phylicoides,Fabaceae,Phyllota,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,8.39,0.225,282.1,25,1.79,25,50.8,10.8,2.23,2.02,1.79,10.8,1.40,1.79,10.8,NA,NA,1.44,8.7,12.40,0.18,1.48,20,119.4,42.6,42.6,357.1,0.04,0.04,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_syd_loP,-33.86,151.21,39,100.86,Wright,Pimelea linifolia,Thymelaeaceae,Pimelea,TmpEvBl,EvBl,S,AnEvBlS,EvS,SEv,South,4th~20to25,7.89,0.240,302.8,25,1.32,25,106.3,16.6,2.23,2.02,1.32,16.6,1.03,1.32,16.6,NA,NA,1.06,13.4,14.85,0.53,0.85,30,56.9,36.3,36.3,636.9,0.04,0.04,17.6,21.9,1309,358,NA,NA,NA
Australia-NSW,TeW,Wright_Oz_wnsw_hiP,-33.84,145.88,223,98.68,Wright,Acacia doratoxylon,Fabaceae,Acacia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,14.57,0.140,152.8,25,1.50,25,67.0,6.7,2.23,2.02,1.50,6.7,1.40,1.50,6.7,NA,NA,1.41,6.4,20.06,0.83,4.39,180,218.8,123.3,123.3,563.7,0.01,0.01,17,24.2,422,98,NA,0.294,1433
Australia-NSW,TeW,Wright_Oz_wnsw_hiP,-33.84,145.88,223,98.68,Wright,Acacia oswaldii,Fabaceae,Acacia,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,13.06,0.126,182.7,25,1.42,25,41.0,4.5,2.23,2.02,1.42,4.5,1.33,1.42,4.5,NA,NA,1.34,4.2,18.38,0.67,4.86,180,264.2,91.4,91.4,345.9,0.02,0.02,17,24.2,422,98,NA,0.294,1433
Australia-NSW,TeW,Wright_Oz_wnsw_hiP,-33.84,145.88,223,98.68,Wright,Atriplex stipitata,Chenopodiaceae,Atriplex,TmpEvBl,EvBl,S,AnEvBlSC4,EvS,SEv,South,4th~20to25,19.38,0.112,79.2,25,2.99,25,227.3,38.7,2.23,2.02,2.99,38.7,2.81,2.99,38.7,NA,NA,2.83,36.5,28.99,1.32,2.41,110,83.3,NA,NA,NA,NA,NA,17,24.2,422,98,NA,0.294,1433
Australia-NSW,TeW,Wright_Oz_wnsw_hiP,-33.84,145.88,223,98.68,Wright,Brachychiton populneus,Malvaceae,Brachychiton,TmpEvBl,EvBl,BlT,AnEvBlT,EvBlT,BlEvTmp,South,4th~20to25,9.76,0.094,166.0,25,0.73,25,75.9,5.4,2.23,2.02,0.73,5.4,0.68,0.73,5.4,NA,NA,0.69,5.1,17.90,0.96,2.34,130,130.5,73.4,73.4,562.1,0.01,0.01,17,24.2,422,98,NA,0.294,1433
